,title,skill,address,skillAndExperience
33,"9 Fr/Jr/Sr .NET Dev (ASP.NET, C#)~$1500","[
ASP.NET

, 
C#

, 
.NET

]","
23 Nguyen Thi Huynh, Phu Nhuan, Ho Chi Minh
See map

","

Lương hấp dẫn Up to $1500++

Thưởng THÁNG/QUÝ/NĂM theo mức độ hoàn thành chỉ tiêu năng suất (KPRI) được giao. Thưởng theo tiến độ dự án phần mềm.
Lương tháng 13, thưởng trong tất cả các ngày Lễ - Tết,..
Hưởng đầy đủ các chế độ phúc lợi.
Hệ thống phụ cấp hấp dẫn như: thâm niên, chứng chỉ văn bằng, hỗ trợ khách hàng …
Hưởng chính sách bảo hiểm sức khỏe dành cho nhân viên làm việc từ 1 năm trở lên tại Công ty.
Du lịch, khám sức khỏe định kỳ, sinh nhật nhân viên, ... cho toàn thể nhân viên.
Môi trường làm việc trẻ trung, năng động, và nhiều cơ hội thăng tiến trong công việc.
Cơ hội triển khai các dự án, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi, trở thành full-stack developer;

Được đào tạo và trau dồi không chỉ kiến thức chuyên môn mà cả kỹ năng quản lý nhóm, quản lý dự án thông qua các buổi đào tạo nội bộ chung do phòng Đào tạo tổ chức hoặc các buổi đào tạo của riêng phòng ban; 
Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng;
Thời gian làm việc: Từ thứ 2 – thứ 6.
VÀ CÒN RẤT NHIỀU PHÚC LỢI HẤP DẪN KHÁC! BẠN CÒN CHỜ GÌ MÀ KHÔNG ỨNG TUYỂN NGAY CÙNG LẠC VIỆT Ạ!!!!!
"
34,"Software Developer (Java, .NET, C/C++)","[
Java

, 
C language

, 
.NET

, 
Fresher Accepted

]","
Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi
See map

","

Mức lương cạnh tranh, hấp dãn (Thưởng xếp loại thực hiện công việc 6 tháng/lần, thưởng sinh nhật ngân hàng, thưởng các ngày lễ tết trong năm…).
Chế độ phúc lợi cạnh tranh: Du lịch hàng năm, Khám sức khỏe định kì hàng năm; Gói bảo hiểm sức khỏe; Các hoạt động tri ân, chăm lo đời sống tinh thần CBNV và Thân nhân...
Môi trường làm việc chuyên nghiệp, thân thiện, cởi mở.
Được làm việc với các hệ thống hiện đại, tiên tiến nhất thị trường, áp dụng các công nghệ hàng đầu về an ninh bảo mật để đảm bảo an toàn cho người sử dụng.
Cơ hội học hỏi nghiệp vụ ngân hàng.

"
35,".Net Core Developer (ASP.Net, C#) (Nha Trang)","[
.NET

, 
C#

, 
ASP.NET

, 
Fresher Accepted

]","
10th Floor, VCN Tower, 2 To Huu St., Phuoc Hai Ward, Nha Trang
See map

","
A work environment so rewarding, you’ll soon forget anything less was even possibleA work environment so rewarding/welcoming/comfortable/ambitious, you’ll soon forget the rest
A fun, creative and fast-paced working environment 
Flexible working hours
Attractive and competitive salary
We provide you laptop
13th salary bonus
Lunch allowance
Employee Referral Bonus
Premium health checkup package
Gifts and allowances for Wedding, newborn babies, Women’s Day, Children’s Day and Mid-Autumn Children’s Festival; monthly birthday celebrations
12-day annual leaves, Christmas Day Leave 
Annual Performance Review
Teambuilding events and company trip
Training and career development opportunities. We support your professional development
Onsite opportunity to the Netherlands
Fully stocked kitchen with raw noodles, tea and coffee
Free in-house entertainment facilities

"
36,Junior/Senior .NET Dev,"[
.NET

, 
C#

, 
ASP.NET

, 
Fresher Accepted

]","
02 Tan Vien, ward 2, Tan Binh, Ho Chi Minh
See map

","
Perks you 'll love at KMS:
Working in one of the Best Places to Work in Vietnam
Building large-scale & global software products
Working & growing with Passionate & Talented Team
Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting
Attractive Salary and Benefits
Performance appraisals twice a year and Performance bonus
Onsite opportunities: short-term and long-term assignments in U.S, Europe, Asia.
Flexible working time
Various training on hot-trend technologies, best practices and soft skills
Premium healthcare insurance for you and your loved ones
Company trip, big annual year-end party every year, team building, etc.
Fitness & sport activities: football, tennis, table-tennis, badminton, yoga, swimming…
Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,…
Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies…)
And much more, join us and let yourself explore other fantastic things!
"
37,Mid/Senior .NET Developer ( WFH to 2023),"[
.NET

, 
English

, 
ASP.NET

]","
AGB Building (Floor B- 5th),14 Tan Hai, Tan Binh, Ho Chi Minh
See map

","


Attractive salary with 100% salary during probation


13th-month salary, Performance bonus, Salary review annually
Premium health care program for employees + one of your beloved ones, Annual medical check-up

14 vacation days per year and Christmas Day

Opportunity to be on-site in the USA

Chance to collaborate and work with global stakeholders

Provide training to develop our employee‘s knowledge and skills (Internal training: Udemy, Pluralsight, and another online training course, TechTalk sharing within Software Development Division; External training: Management, English, Soft Skills, ….)

Benefits for special holidays (Birthday, Marriage, Women’s Day, Tet Holidays, Mid-Autumn, Newborn babies, International Children‘s Day…)
Company trip and Year-End party every year
Social, sports and several team building activities
Young, friendly and international working environment
Modern working conditions and entertainment facilities at the office
Snacks, tea and coffee all the time
Compliance fully to Vietnam Labor code

"
38,"Backend .NET Dev (C#, .NET Core, MVC)","[
.NET

, 
C#

, 
MVC

]","
03 Tran Nhan Ton, Ward 9, District 5, Ho Chi Minh
See map

","

Be entitled to all basic benefits as government stipulation such as: social insurance, health insurance, unemployment insurance.
Bonus: 13th month salary, additional performance bonus up to 2 months’ salary for excellent performance.
Getting company sponsor for health benefit package PTI after signing official
Being trained frequently to improve professional skills and work-related skills.
The outstanding staff may earn special benefits such as: getting official contract ahead of time, receiving hot bonus, getting quickly promoted, getting before-term salary increased ...
Be able to work directly with the CEO, having opportunity to work abroad.
Participation in fun activities at office and after work such as monthly birthday celebration, football club, English club, ... 100% covered by company.

"
39,[All Levels] Full Stack .NET Developer,"[
.NET

, 
SQL

, 
JavaScript

]","
., Other, Ho Chi Minh
See map

","

Bonus based on company performance 
Competitive salary negotiated with each level 
Laptop, Screen provided 
Oppotunities to work in international environment such as Singapore, Malaysia, India, UAE, ... 
Premium Health Care Insurance 
Great chance to improve your expertise/skills and English communication via international exposure. 

"
40,.NET Developer [Up to $2000],"[
.NET

, 
MVC

, 
ASP.NET

]","
11F, Petroland Building, No. 12 Tan Trao Street. Tan Phu Ward, District 7, Ho Chi Minh
See map

","
Compensation:
13th month salary.
Annual salary review
Award 
Dedicated budget for staff training: technical, soft skills, English, Korean classes.
Opportunity to attend training courses in Korea when enough seniority year.
Telephone allowance.
Provide Travel Expense for work
We pay health and social insurance.
We pay PIT
We care all your events:
Birthday gift
Marriage Gift
Baby born Gift
Holiday and Tet Gift
Funeral support
Paid leave:12 days of annual leave + 1 days of Establishment Ceremony Date + 2 days of Refresh Leave for 1 year joinedHealthcareWe provide yearly health check-up with International Hospital.Team Building activities:
Annual outdoor Team building
Monthly birthday Party
Devices for work:Provide Laptop & Monitor
"
41,[Hybrid/Remote] Sr .NET Dev (ASP.NET C#),"[
.NET

, 
C#

, 
ASP.NET

]","
629 Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, TP.HCM, Phu Nhuan, Ho Chi Minh
See map

","

Attractive salary package
Annual salary review
100% salary during probation period.
5-days working week (Monday-Friday) – working hours are between 9 am to 6 pm.
Remote is possible
12 days of annual leave
Flat organization and open communication
Friendly working environment and flexible working hours.

Great opportunity to develop career, collaborate with English speaking developers 
Free parking at the building

13th salary, insurance.
The company organizes Team building every year (Free tickets for 01 relative to accompany)

"
42,"BackEnd Dev (.NET, JavaScript, HTML5)","[
.NET

, 
C#

, 
SQL

, 
Fresher Accepted

]","
Lầu 2, Phòng 201, Tòa nhà số 42 Lê Trung Nghĩa, Phường 12, Tan Binh, Ho Chi Minh
See map

","

Được đào tạo hưởng lương đào tạo 2 tuần trước khi ký hợp đồng.
Được tham gia vào các buổi họp với BLĐ phía đối tác để học hỏi kinh nghiệm quản trị.
Được đề xuất ý kiến chiến lược xây dựng Cty.
Được linh động về thời gian làm việc nếu đảm bảo về deadline và chất lượng công việc.
Môi trường năng động, trẻ trung.
Làm việc toàn thời gian Thứ 2 đến Thứ 6 hàng tuần tại Văn Phòng công ty
Có thể đi công tác trong/ ngoài nước.
Các chế độ đãi ngộ hấp dẫn khác thỏa thuận theo hợp đồng (hoa hồng bán hàng, hoa hồng dự án & thưởng thành tích).

"
43,"Software Developer (.NET, C#, ASP.NET)","[
.NET

, 
C#

, 
ASP.NET

, 
Fresher Accepted

]","
1295 1295B, Nguyễn Thị Định, Phường Cát Lái, District 2, Ho Chi Minh
See map

",
44,[All level] Java/.Net/ReactJS Dev ~$1000,"[
Java

, 
ReactJS

, 
.NET

, 
Fresher Accepted

]","
01 Khu Do Thi Yen Hoa, Cau Giay, Ha Noi
See map

","

Mức lương: Từ 500 USD đến 1000 USD
Thưởng: thưởng 12-15% lương/tháng (Đánh giá theo hiệu suất công việc)
Được hướng dẫn, chỉ bảo tận tình bởi các kỹ sư nhiều năm kinh nghiệm, là chuyên gia hàng đầu trong lĩnh vực của mình.
Được đào tạo bài bản về kỹ thuật,  kỹ năng giải quyết vấn đề… hướng tới trở thành chuyên gia trình độ cao về lập trình Web.
Được làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động, đoàn kết và cởi mở, các thành viên gắn kết như một gia đình.
Được cung cấp máy tính cấu hình cao để làm việc.
Thời gian làm việc linh hoạt.
Được hưởng chế độ chăm sóc sức khỏe toàn diện Bkav Care (Công ty chi trả chi phí khám chữa bệnh cho nhân viên).
Chế độ nghỉ mát cho bản thân và gia đình.

"
45,"Software Developer (PHP, Python, .NET)","[
.NET

, 
Python

, 
PHP

]","
125/20 Hòa Hưng, Phường 12, District 10, Ho Chi Minh
See map

","
• Hình thức công việc: Toàn thời gian Từ thứ 2 đến thứ 6 (Sáng: 8h-12h, Chiều: 13h00-17h00.)• Được tham gia đầy đủ BHXH, BHYT, BHTN,…theo quy định luật lao động.• Lộ trình thăng tiến, có cơ hội lên vị trí cao hơn xét theo kết quả làm việc.• Thưởng các ngày sinh nhật, lễ, Tết…• Làm việc trong ngành giáo dục, có cơ hội và môi trường sử dụng và phát triển tiếng Anh.• Được đào tạo, hướng dẫn các kỹ năng nghiệp vụ (On-job training).• Các hoạt động xây dựng đội nhóm, du lịch công ty.• Lương tháng 13, thưởng cuối năm theo kết quả kinh doanh của công ty• Không bắt buộc đồng phục, thoải mái, linh động trong lựa chọn trang phục.• Phụ cấp laptop, gửi xe.
"
46,"Senior Web Applications Developer (C#, .Net, ASP.Net)","[
.NET

, 
C#

, 
ASP.NET

]","
 Lily 19, 36 Thao Dien,, Thu Duc City, Ho Chi Minh
See map

","
Are you ready to become part of the VT family?We offer:
Fantastic work environment in an international team (15+ nations and counting).
Four-star rated lunch with a choice of Asian and Western dishes.
Growth-company type projects that will never have you bored.
State-of-the-art resources and tools for your job.
Attractive salary and bonus.
Top-class health insurance, and 12 days of paid sick leave per year.
You’ll start with 15 days annual leave per year and grow your leave the longer you stay with us.

"
47,"Middle .NET Developer (C#, .NET Core)","[
.NET

, 
C#

, 
ASP.NET

, 
Fresher Accepted

]","
431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh
See map

","
REGIONAL COMPANY
An exciting opportunity to work with the fastest growing international logistics player.
International environment where you can work and learn with coworkers from different southeast asian markets.
Opportunities for onsite trip in our operating markets.
Relocation Package to HCMC if from far city or country.
FOOD & BEVERAGE
Free high quality office lunch buffet or restaurant menu.
All Day Coffee Station Machine with some of the best coffee beans around.
Free Late Dinner Menu from near restaurant.
Free Flow of Coffee and Drinks (Juice, Coke, Sprite, Red Bull)
All Day Free Snack
Every Friday Special Snack & Beers
COOL SPONSORSHIP
Sponsorship for 6 or 12 months Gym (2 floors above) to stay healthy and in shape!
Monthly Mobile Data Allowance
Cool Sponsorship (English class, Laptop,…)
BONUSES
Loyalty Bonus Package
13th Month Salary
HEALTH & LEAVES
Annual Health Checkup
Attractive Healthcare Insurance Package
15 Days Paid Annual Leave
SOCIAL & ENTERTAINMENT
Welcome Kit from Deliveree
Welcome Gift Funky Toy (as part of our longest tradition)
Regular Team Social Events
Cool Entertainment Area (Guitar, Video Games, ...)

"
