,title,skill,address,skillAndExperience
35,"Fullstack Developer (.Net/Java, Azure)","[
.NET

, 
Java

]","
364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh
See map

","

3-5 years of relevant work experience within a Full stack development role

Front-end technology: Experienced in front-end technologies, including JavaScript, CSS3 and HTML5 and third-party libraries such as React Js, Angular, jQuery and LESS

Back-end technology: Experienced in server-side programming languages including C#/.Net/Java/Nodejs
Knowledge of Database Design, Data Modelling and SQL
Knowledge of infrastructure-as-a-service platforms (e.g Microsoft Azure, Amazon AWS, CI/CD, Docker, DevOps development environment)
Have a Microsoft Azure or Microsoft Power Platform Certification (preferred)
Solution-oriented to solve problems by either coding or using low-code and no-code alternative (PowerBI, Power Automate, Power App)
Self-starter/own initiative, team-oriented approach with enthusiasm and persistency

"
36,Sr Fullstack Dev (Java/.Net),"[
Java

, 
.NET

]","
14th Floor, 81-85 Ham Nghi Street, District 1, Ho Chi Minh
See map

","

More than 7 years of IT development experience and more than 4 years of development experience in Insurance or finance or security or banking and a deep understanding of these industries
Over 5 years of experience in Java web development, information architecture, and related concepts and technologies, with a focus on Java framework (Strut2, Java Spring Boots, Java Spring MVC..)
At least 2 years playing the role of project management, project leader, or project technical leader. Having the experience to manage multiple project teams at the same time is an advantage.
Over 3 years of experience in Web services development (REST/SOAP). 
Over 3 years experiences in Front End development with CSS3, HTML/ HTML5, Bootstrap, JS, Jquery…
Have knowledge of Java technologies like Java framework like Spring Boots/ Spring MVC/Hibernate/Strut2… 
More experience in development with MVC Model, DDD (domain-driven design) model…
More than 05 years working with Database Oracle/MS SQL in Database Design and Database development.
Understanding and used to deploy middleware systems like Message Queue, Cache, Log, and API Gateway is plus.

"
37,"Fresher/ Senior Fullstack Developer (C#, .Net)","[
.NET

, 
C#

, 
OOP

, 
Fresher Accepted

]","
14th Floor, Phu My Hung Tower, 08 Hoang Van Thai, District 7, Ho Chi Minh
See map

","
RequirementFor Senior Level: At least 2 years working experience with C# (.Net / .Net Core)
Bachelor’s degree in software engineering or equivalent.
Experience working on software with an entrepreneurial mindset.
Realistic experience: ASP.NET MVC, ASP.NET CORE MVC, LinQ.
Having knowledge about: HTML, JS, CSS.
Strong hands-on experience in OOP
Knowledge of database systems (SQL server, Postgres).
Hands-on SQL, store procedure skills.
 Solid knowledge about JSON and REST-based APIs.
Working knowledge of NoSQL (Redis,MongoDB) is a plus.
Having knowledge in message queue ( Rabbitmq, Kafka) is a plus.
Understanding Angular, Flutter, Bootstrap is a plus.
Good logical and algorithmic thinking skills.
Familiar with docker and kubernetes.
Understanding on how to set up several different types of back end software.
Good interpersonal skills and ability to work in a team oriented, collaborative environment.
For Fresher Knowledge in IT, Not require experience.
"
38,"Senior Developer (Angular, .NET Core) Gross up to 55M","[
Angular

, 
JavaScript

, 
.NET

]","
55 Đặng Dung, Phường Tân Định, District 1, Ho Chi Minh
See map

","

Degree: Bachelor’s degree of Information Technology or equivalent.
Experience: at least 3 years.
English: Can read and write requirement, technical, help documents. 
Self learning new technologies.
MASTER AS MUCH AS POSSIBLE BELOW SKILLS:
Programming Language: C#, JavaScript, TypeScript.
Good knowledge of Web security (OAuth2).
Platforms & Cloud Development: Azure, AWS, Elastic Search.
Source Code Management: Git.
Has experience with Agile development methodology.
Databases Programming and Management: SQL Server, MySQL.
Front-end Web Technologies: Angular, JavaScript, Html, Sass, Less & Css, Json, jQuery, REST, Push Notification.

Back-end technologies: .NET Core, Entity Framework Core, Push Notification.
Prefer:
Has knowledge or experience with Micro-service Architecture and related patterns: Saga, Event sourcing, CQRS, service discovery, circuit breaker, API gateway, Distributed tracing / Open Telemetry.
Familiarity with CI/CD, Docker, Azure Kubernetes Service (AKS). 

"
39,Junior .NET Developer,"[
.NET

, 
C#

, 
ASP.NET

, 
Fresher Accepted

]","
02 Tan Vien, ward 2, Tan Binh, Ho Chi Minh
See map

","
General requirements:
Good at English in communication skills including oral and written, at least intermediate level.
Likely having 1+ years of experience depending on how fast of your learning and developing technical capability
Ability to self-learn and adapt to new technologies quickly
Technical requirements:
Strong experience with .NET/ .NET Core
Strong experience with T-SQL (MS SQL Server)
Good knowledge of OOP
Good knowledge or experience of using IoC container
Basic knowledge or experience of some design patterns
Nice to have:
Good at JavaScript skills – having experience with any JavaScript framework e.g. Knockout, Angular, ReactJS, NodeJS
Basic knowledge or experience of using cloud platforms (Azure/AWS/GCP)

"
40,Mid/Senior .NET Developer ( WFH to 2023),"[
.NET

, 
English

, 
ASP.NET

]","
AGB Building (Floor B- 5th),14 Tan Hai, Tan Binh, Ho Chi Minh
See map

","
If you can do everything listed above, you’ve got what it takes. Perhaps some of the following would be helpful too:

From 2 years of experience in the same field
English requirement: TOEIC 550 or equivalent
B.S. Degree in Information Technology/Computer Science/Software Engineering or equivalent
Understanding of Microsoft .NET Methodologies: TSQL, ADO.NET, ASP.NET, VB.NET/C#, SOAP and REST Web Services
Fundamental knowledge of JavaScript, jQuery and CSS
Be familiar with Microsoft development tools such as Visual Studio IDE and SQL Server Management Studio
Be able to play as an proactive team member with high sense of commitment as well as quality and customer oriented mindset
Self-motivation, integrity, trustful, positive thinking and open-minded 
Experience in mobile development (Android/iOS) is an advantage

"
41,".NET Developer (APS.NET, C#)","[
.NET

, 
C#

, 
ASP.NET

]","
Số 08, ngõ 156 đưsờng Lai Xá, Kim Chung, Hoai Duc, Ha Noi
See map

","

Tốt nghiệp chương trình Đại Học/Cao Đẳng chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan
Có tối thiểu 01 năm kinh nghiệm lập trình các ứng dụng Web trên nền tảng .NET
Thành thạo các kiến thức về .NET Framework hoặc .NET Core (C#, ASP.NET), HTML, CSS, Javascript.
Có kinh nghiệm làm việc với một trong các cơ sở dữ liệu quan hệ như Oracle, Microsoft SQL Server, MySQL, MariaDB, Postgres, … Hiểu biết về các cơ sở dữ liệu NoSQL (MongoDB, Cassandra, …) là một lợi thế.
Sử dụng thành thạo công cụ quản lý mã nguồn như Gitea, GitHub, …
Kỹ năng giao tiếp và truyền đạt tốt.
Kỹ năng làm việc hiệu quả trong nhóm cũng như độc lập.Có khả năng chịu được áp lực công việc.
Thái độ chủ động và tích cực với công việc chung của nhóm, Công ty.

"
42,ASP.NET Developer (C# .NET/SQL Server),"[
.NET

, 
SQL

, 
ASP.NET

]","
153 Ung Van Khiem, Ward 25, Binh Thanh District, Binh Thanh, Ho Chi Minh
See map

","


ASP.NET language

Use RESTful
SOLID principle, design pattern.
Understanding of clean code, unit testing, coding convention, etc.
Learn and improve yourself.
Resistant to work pressure.
Passionate and respect for programming..

"
43,Mid/Senior .NET Dev - $2800 (+Bonus),"[
.NET

, 
SQL

, 
English

]","
2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh
See map

","
MUST HAVE SKILLS:
Have at least 2 years of experience in .NET projects
Database experience with MS SQL Server
Dependency Injection and inversion of control (in SOLID)
Very good at verbal/non verbal English, able to work in an international environment
Good at analyzing & problem solving skill
NICE TO HAVE
Architecture, algorithm knowledge
Database experience with at least one of the following: PostgreSQL, MongoDB
OpenId Connect, JWT
Docker / Docker-compose
Kafka
Linux knowlegde (alpine, centros, rhel)
Experience with SCRUM
Rancher, Kubernetes
WCF, SOAP
Azure

"
44,"Fulltime/Freelancer - Backend Dev (C#, .NET, NodeJS)","[
C#

, 
NodeJS

, 
.NET

]","
Tầng 2, Indochina Riverside - 74 Bạch Đằng, Phường Hải Châu 1, Hai Chau, Da Nang
See map

","
What you’ll bring to the table:
Bachelor’s Degree in Computer Science/Information Technologies
At least 2 years of working experience in web development, developing high interactive applications in a large-scale and high-traffic projects and using Agile methodologies.
At least 2 years of hands-on working experience in .Net or NodeJS projects.
Hands-on experience with Restful AP/ Microservices
Solid knowledge and experience with PostgreSQL.
Having experience with Docker,/AWS Service is a plus.
Passion for writing great, simple, clean, and efficient code.
Proficient in authoring, editing, and presenting technical documents.
Flexible and adaptable attitude, disciplined to manage multiple responsibilities and adjust to varied environments.
Desired competencies
Good problem-solving skills
High attention to detail
Good analytical thinking
Self-study and can adapt to changes
Ability to work well as part of a team
Good at English writing and reading

"
45,"Software Developer (PHP, Python, .NET)","[
.NET

, 
Python

, 
PHP

]","
125/20 Hòa Hưng, Phường 12, District 10, Ho Chi Minh
See map

","
Must have:
Tốt nghiệp ngành Công nghệ thông tin
Có ít nhất 2 năm kinh nghiệm làm việc.
Thành thạo ngôn ngữ lập trình PHP hoặc .Net hoặc Python. 
Nice to have:
Có kiến thức sử dụng ngôn ngữ lập trình ReactJS/Vuejs là một thế.
Đã từng phát triển ứng dụng Web bằng khung ứng dụng Zend, Laravel, Django framework là lợi thế.
Có kinh nghiệm làm việc với các hệ quản lý cơ sở dữ liệu: MongoDB, Redis, MySql.
Kinh nghiệm triển khai phần mềm trên các hạ tầng cloud: AWS, GCP, triển khai trên Docker v.v.
Chủ động làm việc độc lập, khả năng phối hợp theo nhóm.
Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành.

"
46,"4 .NET Dev (C#, Angular) Up to $2000","[
.NET

, 
C#

, 
Angular

]","
Tòa nhà Bưu điện Đại Kim, Lô 14 Nguyễn Cảnh Dị, Đại Kim, Hoang Mai, Ha Noi
See map

","
- Tốt nghiệp CĐ, Đại học chuyên ngành Công nghệ thông tin,… hoặc liên quan.- Kinh nghiệm từ 01 năm ở vị trí tương đương.- Thành thạo ngôn ngữ lập trình C# trên .NET hoặc .NET Core (Restfull API/Web API/Web Service)- Có kiến thức cơ bản về Front-End (Html, CSS, Javascript, jQuery,…)- Có thể sử dụng tốt hệ quản trị CSDL: MS SQL Server, MongoDB, ElasticSearch, Redis,…
"
47,Mid/Sr .NET Dev (ASP.NET/ JavaScript),"[
.NET

, 
JavaScript

, 
ASP.NET

]","
51 Hoang Viet, Tan Binh, Ho Chi Minh
See map

","
Technical skills
Experience at least 2.5- year about .NET or .NET Core

Be familiar with back-end technologies: ASP.NET Core, EF6 Code first, Identity Server 4, RESTful, SQL Server 2016, C#, Unit Test. 
ASP.NET MVC frameworks (3,4,5,6), JavaScript, jQuery, JSON, Web API, Web application security. 
Proficient in Web Application development and keep up-to-date to Microsoft Technologies.
Nice to have
Experience in NodeJS or WPF, Win forms
Microsoft MCP/MCSD on Web Applications or Azure Solutions preference. 
Agile/Scrum development methodology.
Personal skills
Honest and confident to directly work with clients.
Loves to work on an innovative product and ready to learn new things. 
Strong passion to spend time with Microsoft Tech Stack and Azure cloud service. 
Has advanced ability to translate business needs and problems into systems’ design and technical solutions.

"
48,"Senior Web Applications Developer (C#, .Net, ASP.Net)","[
.NET

, 
C#

, 
ASP.NET

]","
 Lily 19, 36 Thao Dien,, Thu Duc City, Ho Chi Minh
See map

","
REQUIREMENTS:
Degree or above in Computer Science, Information Technology or related discipline. 
Minimum 5-10 years of relevant experience in similar role, working as Web Applications developer or programmer. Experienced candidates with 5+ years proven track record of leading development teams may be considered as Technical Lead. 
Experience in OOP and great knowledge of SDLC for Web Applications. 
Proven knowledge of programing technologies, such as Microsoft Visual Studio VB.NET, C#, Python, etc. 
Knowledge of SQL Server Administration, writing T-SQL statements, creation of Stored Procedures, Table and Scalar functions, Databases backup and replications and SQL Jobs administration. 
Knowledge and/or previous experience working with cloud-based environment such as Microsoft Azure. Previous exposure to Azure SQL Database, App Services, Azure Functions, etc. Knowledge of programing technologies such as ReactJS/Native (Redux/Hooks), NodeJS, AngularJS/Angular, .Net Core, ASP.Net/MVC, WebAPI, JQuery, Azure DevOps 
Experienced in collecting business requirements from non-technical users and able to transform these requirements into viable technical solutions. 
Fluent, both written and verbally in English; 
Good communication and problem-solving skills, detail-oriented and organized.

"
